Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
,,,,,0,3,50,100,,,,0
,,,,,1,3,39,54,,,,15
,,,,,1,3,60,56,,,,15
1,1,0,1,1,3,3,78,69,60,180,2,5
2,1,0,1,2,3,2,6,94,420,540,2,5
3,1,0,1,1,3,2,11,99,60,180,3,5
4,1,0,1,1,3,3,96,43,60,180,3,5
5,1,0,1,2,3,1,26,3,420,540,4,5
6,1,0,1,1,3,3,83,59,60,180,4,5
7,1,0,1,1,3,3,6,24,60,180,1,5
8,1,0,1,1,3,1,40,45,60,180,4,5
9,1,0,1,1,3,2,77,49,60,180,3,5
10,1,0,1,1,3,3,61,82,60,180,4,5
11,1,0,1,2,3,1,36,66,180,300,1,5
12,1,0,1,1,3,3,12,20,60,180,1,5
13,1,0,1,2,3,3,5,12,420,540,3,5
14,1,0,1,2,3,1,11,49,300,420,2,5
15,1,0,1,1,3,3,34,52,60,180,4,5
16,1,0,1,1,3,2,64,87,60,180,3,5
17,1,0,1,1,3,1,41,79,60,180,3,5
18,1,0,1,1,3,1,67,7,60,180,2,5
19,1,0,1,1,3,3,39,34,60,180,2,5
20,1,0,1,1,3,1,48,58,60,180,3,5
21,1,0,1,2,3,2,52,88,0,300,4,5
22,1,0,1,1,3,1,66,28,60,180,3,5
23,1,0,1,2,3,3,13,22,180,300,2,5
24,1,0,1,1,3,2,74,29,60,180,4,5
25,1,0,1,2,3,3,29,34,300,600,2,5
26,1,0,1,1,3,1,72,39,60,180,2,5
27,1,0,1,1,3,2,3,49,60,180,4,5
28,1,0,1,2,3,1,92,100,300,420,3,5
29,1,0,1,1,3,3,56,68,60,180,2,5
30,1,0,1,1,3,1,3,39,60,180,3,5
31,1,0,1,1,3,1,48,85,60,180,4,5
32,1,0,1,1,3,3,69,24,60,180,2,5
33,1,0,1,1,3,3,53,70,60,180,2,5
34,1,0,1,2,3,1,96,92,0,300,3,5
35,1,0,1,1,3,2,23,18,60,180,2,5
36,1,0,1,1,3,1,52,6,60,180,2,5
37,1,0,1,1,3,3,88,58,60,180,4,5
38,1,0,1,2,3,3,77,15,420,540,1,5
39,1,0,1,2,3,3,86,97,0,300,2,5
40,1,0,1,2,3,3,35,71,0,300,2,5
41,1,0,1,1,3,1,77,91,60,180,3,5
42,1,0,1,1,3,2,22,4,60,180,4,5
43,1,0,1,2,3,3,82,77,60,180,4,5
44,1,0,1,1,3,2,0,13,60,180,1,5
45,1,0,1,2,3,2,46,74,60,180,3,5
46,1,0,1,1,3,2,28,13,60,180,3,5
47,1,0,1,1,3,1,42,86,60,180,1,5
48,1,0,1,2,3,1,42,26,180,300,4,5
49,1,0,1,1,3,1,93,42,60,180,3,5
50,1,0,1,1,3,2,22,2,60,180,2,5
51,1,0,1,1,3,1,5,61,60,180,1,5
52,1,0,1,1,3,2,16,48,60,180,3,5
53,1,0,1,1,3,3,33,19,60,180,4,5
54,1,0,1,1,3,2,26,15,60,180,1,5
55,1,0,1,2,3,1,86,46,0,300,3,5
56,1,0,1,2,3,2,33,58,180,300,3,5
57,1,0,1,1,3,1,95,19,60,180,4,5
58,1,0,1,2,3,3,56,100,180,300,2,5
59,1,0,1,2,3,1,54,72,180,300,1,5
60,1,0,1,1,3,1,21,83,60,180,4,5
61,1,0,1,1,3,2,56,45,60,180,3,5
62,1,0,1,2,3,3,3,13,300,420,3,5
63,1,0,1,1,3,2,98,52,60,180,1,5
64,1,0,1,2,3,3,88,2,180,300,1,5
65,1,0,1,1,3,1,15,42,60,180,4,5
66,1,0,1,1,3,3,30,62,60,180,2,5
67,1,0,1,1,3,2,25,50,60,180,3,5
68,1,0,1,1,3,2,82,33,60,180,3,5
69,1,0,1,2,3,3,60,64,0,300,4,5
70,1,0,1,1,3,2,62,75,60,180,2,5
71,1,0,1,1,3,3,0,82,60,180,2,5
72,1,0,1,2,3,2,58,47,60,180,3,5
73,1,0,1,1,3,3,77,0,60,180,3,5
74,1,0,1,1,3,2,65,31,60,180,4,5
75,1,0,1,2,3,2,91,70,0,300,4,5
76,1,0,1,1,3,2,20,77,60,180,2,5
77,1,0,1,2,3,3,14,64,420,540,3,5
78,1,0,1,2,3,2,36,72,420,540,2,5
79,1,0,1,1,3,3,7,26,60,180,1,5
80,1,0,1,2,3,3,38,36,420,540,3,5
81,1,0,1,1,3,1,30,55,60,180,2,5
82,1,0,1,1,3,3,58,11,60,180,1,5
83,1,0,1,1,3,2,64,58,60,180,3,5
84,1,0,1,1,3,3,84,84,60,180,3,5
85,1,0,1,1,3,2,76,11,60,180,2,5
86,1,0,1,2,3,2,81,88,300,420,4,5
87,1,0,1,2,3,3,93,87,420,540,1,5
88,1,0,1,2,3,2,6,82,300,600,4,5
89,1,0,1,1,3,3,78,2,60,180,3,5
90,1,0,1,1,3,1,69,75,60,180,2,5
91,1,0,1,1,3,2,78,0,60,180,1,5
92,1,0,1,1,3,2,70,20,60,180,3,5
93,1,0,1,1,3,3,49,94,60,180,3,5
94,1,0,1,1,3,2,91,61,60,180,3,5
95,1,0,1,2,3,2,47,1,0,300,4,5
96,1,0,1,2,3,1,53,12,180,300,1,5
97,1,0,1,1,3,3,1,52,60,180,1,5
98,1,0,1,1,3,3,27,61,60,180,2,5
99,1,0,1,1,3,3,70,16,60,180,3,5
100,1,0,1,1,3,1,23,21,60,180,1,5
101,1,0,1,1,3,1,79,29,60,180,3,5
102,1,0,1,2,3,2,89,52,0,300,4,5
103,1,0,1,2,3,1,35,26,180,300,3,5
104,1,0,1,2,3,3,96,16,180,300,1,5
105,1,0,1,1,3,1,92,44,60,180,1,5
106,1,0,1,1,3,3,41,54,60,180,3,5
107,1,0,1,1,3,1,25,97,60,180,4,5
108,1,0,1,1,3,3,11,12,60,180,2,5
109,1,0,1,2,3,2,42,32,180,300,4,5
110,1,0,1,1,3,3,30,5,60,180,4,5
111,1,0,1,1,3,1,27,81,60,180,3,5
112,1,0,1,1,3,1,23,89,60,180,4,5
113,1,0,1,1,3,2,40,83,60,180,1,5
114,1,0,1,1,3,1,37,47,60,180,2,5
115,1,0,1,2,3,2,41,95,300,420,2,5
116,1,0,1,1,3,3,35,75,60,180,1,5
117,1,0,1,1,3,2,83,4,60,180,3,5
118,1,0,1,2,3,3,24,23,60,180,3,5
119,1,0,1,1,3,1,40,10,60,180,4,5
120,1,0,1,2,3,3,54,38,420,540,2,5
121,1,0,1,1,3,3,62,70,60,180,4,5
122,1,0,1,1,3,1,3,26,60,180,4,5
123,1,0,1,2,3,3,48,92,300,420,3,5
124,1,0,1,1,3,1,88,96,60,180,2,5
125,1,0,1,1,3,2,21,74,60,180,3,5
126,1,0,1,1,3,1,46,61,60,180,4,5
127,1,0,1,1,3,2,40,67,60,180,4,5
128,1,0,1,1,3,2,17,49,60,180,4,5
129,1,0,1,2,3,1,79,90,180,300,1,5
130,1,0,1,1,3,1,63,13,60,180,1,5
131,1,0,1,2,3,3,49,42,0,300,2,5
132,1,0,1,2,3,3,25,38,300,420,2,5
133,1,0,1,2,3,3,60,78,300,420,1,5
134,1,0,1,2,3,2,97,3,420,540,1,5
135,1,0,1,2,3,2,64,4,420,540,3,5
136,1,0,1,1,3,1,27,32,60,180,4,5
137,1,0,1,1,3,3,56,17,60,180,2,5
138,1,0,1,1,3,2,10,89,60,180,1,5
139,1,0,1,1,3,1,68,58,60,180,4,5
140,1,0,1,1,3,3,79,24,60,180,3,5
141,1,0,1,1,3,2,11,46,60,180,2,5
142,1,0,1,1,3,2,59,41,60,180,3,5
143,1,0,1,1,3,2,40,52,60,180,4,5
144,1,0,1,2,3,2,95,27,420,540,4,5
145,1,0,1,1,3,2,33,16,60,180,1,5
146,1,0,1,1,3,2,5,67,60,180,1,5
147,1,0,1,1,3,1,13,49,60,180,1,5
148,1,0,1,2,3,1,31,79,300,420,3,5
149,1,0,1,1,3,2,6,9,60,180,2,5
150,1,0,1,1,3,1,95,54,60,180,4,5
151,1,0,1,1,3,2,85,61,60,180,1,5
152,1,0,1,2,3,1,95,68,180,300,4,5
153,1,0,1,1,3,3,43,92,60,180,3,5
154,1,0,1,1,3,2,36,78,60,180,3,5
155,1,0,1,1,3,3,82,6,60,180,3,5
156,1,0,1,1,3,2,0,90,60,180,4,5
157,1,0,1,1,3,2,98,12,60,180,3,5
158,1,0,1,1,3,3,65,29,60,180,2,5
159,1,0,1,1,3,1,44,18,60,180,2,5
160,1,0,1,1,3,1,64,1,60,180,2,5
161,1,0,1,1,3,1,99,3,60,180,2,5
162,1,0,1,1,3,3,44,54,60,180,2,5
163,1,0,1,1,3,2,41,25,60,180,3,5
