Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,2,2,3,2,85,56,0,300,1,5
2,1,0,1,2,3,1,36,50,300,420,4,5
3,1,0,1,2,3,1,47,41,0,300,2,5
4,1,0,1,2,3,2,30,81,0,300,2,5
5,1,0,1,1,3,2,50,65,60,180,4,5
6,1,0,1,1,3,2,46,53,60,180,1,5
7,1,0,1,2,3,1,67,21,0,300,2,5
8,1,0,1,2,3,2,4,36,0,300,4,5
9,1,0,1,2,3,1,26,0,180,300,2,5
10,1,0,1,2,3,2,4,14,60,180,4,5
11,1,0,1,2,3,2,37,90,60,180,2,5
12,1,0,1,2,3,2,96,70,180,300,2,5
13,1,0,1,1,3,1,11,85,60,180,4,5
14,1,0,1,2,3,1,35,6,0,300,1,5
15,1,0,1,2,3,1,8,12,420,540,1,5
16,1,0,1,2,3,2,68,60,0,300,2,5
17,1,0,1,2,3,2,88,15,300,420,3,5
18,1,0,1,2,3,1,49,15,420,540,1,5
19,1,0,1,2,3,1,7,44,180,300,4,5
20,1,0,1,2,3,2,60,31,420,540,2,5
21,1,0,1,1,3,1,45,83,60,180,3,5
22,1,0,1,2,3,1,27,33,60,180,3,5
23,1,0,1,2,3,2,93,95,0,300,1,5
24,1,0,1,2,3,2,76,98,180,300,3,5
25,1,0,1,2,3,2,81,79,420,540,1,5
26,1,0,1,1,3,2,54,19,60,180,1,5
27,1,0,1,1,3,2,54,69,60,180,1,5
28,1,0,1,2,3,1,79,1,300,600,1,5
29,1,0,1,1,3,2,95,74,60,180,1,5
30,1,0,1,2,3,2,70,78,420,540,3,5
31,1,0,1,1,3,2,37,18,60,180,4,5
32,1,0,1,2,3,1,28,5,0,300,4,5
33,1,0,1,2,3,1,72,100,300,420,4,5
34,1,0,1,1,3,1,51,50,60,180,2,5
35,1,0,1,1,3,2,99,56,60,180,1,5
36,1,0,1,1,3,1,54,10,60,180,4,5
37,1,0,1,2,3,2,19,12,0,300,2,5
38,1,0,1,2,3,1,39,56,0,300,1,5
39,1,0,1,2,3,1,41,58,180,300,4,5
40,1,0,1,2,3,2,34,80,0,300,3,5
41,1,0,1,2,3,1,90,59,60,180,4,5
42,1,0,1,2,3,2,49,13,60,180,2,5
43,1,0,1,1,3,1,50,78,60,180,2,5
44,1,0,1,2,3,1,71,23,180,300,2,5
45,1,0,1,2,3,2,24,88,60,180,3,5
46,1,0,1,2,3,1,97,8,300,420,4,5
47,1,0,1,2,3,2,3,34,180,300,3,5
48,1,0,1,2,3,1,68,77,300,600,4,5
49,1,0,1,2,3,2,81,89,0,300,1,5
50,1,0,1,2,3,2,42,6,60,180,2,5
51,1,0,1,2,3,1,44,81,420,540,1,5
52,1,0,1,2,3,2,49,91,300,420,3,5
53,1,0,1,2,3,2,37,96,420,540,3,5
54,1,0,1,1,3,1,25,24,60,180,4,5
55,1,0,1,1,3,1,74,30,60,180,1,5
56,1,0,1,1,3,1,34,67,60,180,1,5
57,1,0,1,2,3,2,14,83,0,300,3,5
58,1,0,1,1,3,2,64,37,60,180,4,5
59,1,0,1,2,3,1,23,82,180,300,1,5
60,1,0,1,2,3,2,86,90,0,300,1,5
61,1,0,1,2,3,1,49,90,180,300,2,5
62,1,0,1,2,3,1,85,40,0,300,3,5
63,1,0,1,1,3,2,99,66,60,180,3,5
64,1,0,1,2,3,2,55,27,180,300,4,5
65,1,0,1,1,3,2,33,3,60,180,2,5
66,1,0,1,1,3,2,76,42,60,180,1,5
67,1,0,1,2,3,1,83,6,60,180,1,5
68,1,0,1,2,3,1,23,15,300,600,4,5
69,1,0,1,1,3,1,1,75,60,180,4,5
70,1,0,1,1,3,1,80,67,60,180,2,5
71,1,0,1,2,3,2,36,16,0,300,3,5
72,1,0,1,1,3,1,69,78,60,180,2,5
73,1,0,1,2,3,1,98,60,60,180,1,5
74,1,0,1,2,3,2,95,75,60,180,1,5
75,1,0,1,1,3,2,18,47,60,180,4,5
76,1,0,1,2,3,1,9,66,180,300,1,5
77,1,0,1,2,3,2,54,24,420,540,3,5
78,1,0,1,2,3,2,3,99,180,300,3,5
79,1,0,1,2,3,1,74,23,300,600,3,5
80,1,0,1,2,3,1,43,28,420,540,3,5
81,1,0,1,2,3,2,35,32,60,180,4,5
82,1,0,1,1,3,2,36,51,60,180,1,5
83,1,0,1,2,3,2,40,15,420,540,4,5
84,1,0,1,1,3,2,28,5,60,180,1,5
85,1,0,1,1,3,1,14,48,60,180,3,5
86,1,0,1,1,3,2,59,49,60,180,2,5
87,1,0,1,1,3,1,22,51,60,180,4,5
88,1,0,1,2,3,1,32,28,420,540,4,5
89,1,0,1,2,3,2,22,98,300,600,3,5
90,1,0,1,1,3,2,89,1,60,180,2,5
91,1,0,1,2,3,1,82,48,0,300,1,5
92,1,0,1,2,3,2,80,79,180,300,3,5
93,1,0,1,2,3,1,4,56,60,180,3,5
94,1,0,1,2,3,1,7,54,420,540,1,5
95,1,0,1,1,3,2,49,61,60,180,3,5
96,1,0,1,1,3,1,19,72,60,180,1,5
97,1,0,1,1,3,2,39,2,60,180,1,5
98,1,0,1,2,3,1,20,19,60,180,2,5
99,1,0,1,1,3,2,86,78,60,180,2,5
100,1,0,1,1,3,1,7,70,60,180,3,5
101,1,0,1,2,3,1,91,81,180,300,1,5
102,1,0,1,2,3,1,55,88,180,300,1,5
103,1,0,1,2,3,1,74,39,420,540,2,5
104,1,0,1,1,3,2,75,52,60,180,1,5
105,1,0,1,2,3,1,64,73,0,300,2,5
106,1,0,1,1,3,2,70,26,60,180,1,5
107,1,0,1,1,3,2,65,68,60,180,1,5
108,1,0,1,2,3,2,46,44,420,540,3,5
109,1,0,1,2,3,1,74,18,420,540,2,5
110,1,0,1,1,3,1,26,29,60,180,1,5
111,1,0,1,1,3,1,20,46,60,180,2,5
112,1,0,1,1,3,1,24,31,60,180,2,5
113,1,0,1,1,3,1,77,13,60,180,4,5
114,1,0,1,2,3,2,4,44,420,540,2,5
115,1,0,1,2,3,2,99,94,420,540,1,5
116,1,0,1,1,3,1,66,27,60,180,1,5
117,1,0,1,2,3,2,19,84,0,300,4,5
118,1,0,1,2,3,2,41,20,180,300,4,5
119,1,0,1,1,3,2,60,99,60,180,4,5
120,1,42,2,2,3,2,30,14,180,300,4,5
121,1,524,2,1,3,1,95,26,180,300,4,5
122,1,230,2,2,3,1,45,54,180,300,4,5
123,1,21,2,2,3,1,78,18,420,540,3,5
124,1,489,2,2,3,1,87,17,300,420,4,5
125,1,122,2,2,3,1,30,49,180,300,3,5
126,1,527,2,2,3,1,96,36,180,300,4,5
127,1,287,2,2,3,1,21,40,60,180,4,5
128,1,544,2,1,3,2,11,67,60,180,2,5
129,1,585,2,2,3,1,75,34,0,300,3,5
130,1,378,2,1,3,2,35,71,180,300,1,5
131,1,398,2,2,3,1,80,88,60,180,1,5
132,1,453,2,2,3,1,24,2,420,540,4,5
133,1,213,2,2,3,1,25,70,180,300,4,5
134,1,457,2,1,3,2,26,22,60,180,4,5
135,1,423,2,2,3,1,21,97,300,420,2,5
136,1,291,2,2,3,1,82,14,300,420,2,5
137,1,519,2,1,3,2,46,66,0,300,3,5
138,1,245,2,2,3,2,77,59,180,300,2,5
139,1,221,2,1,3,2,24,28,180,300,4,5
140,1,18,2,2,3,1,24,42,60,180,1,5
141,1,493,2,1,3,1,47,53,0,300,2,5
142,1,514,2,1,3,2,8,99,180,300,3,5
143,1,349,2,2,3,1,95,33,180,300,3,5
144,1,376,2,1,3,1,3,78,0,300,1,5
145,1,229,2,2,3,2,7,36,300,420,3,5
146,1,262,2,2,3,1,33,52,420,540,1,5
147,1,359,2,1,3,2,82,6,0,300,3,5
148,1,492,2,1,3,2,86,24,0,300,4,5
149,1,239,2,2,3,2,10,83,180,300,3,5
150,1,569,2,2,3,1,15,54,300,600,2,5
151,10,238,10,2,3,1,79,5,300,600,4,5
152,2,34,2,1,3,2,86,71,60,180,2,5
153,4,498,6,1,3,2,65,59,0,300,3,5
154,5,225,6,2,3,2,67,64,0,300,3,5
155,11,283,11,2,3,2,36,92,420,540,4,5
156,10,427,12,1,3,1,79,61,0,300,4,5
157,13,102,13,2,3,1,83,88,180,300,1,5
158,6,422,8,2,3,1,19,16,420,540,3,5
159,5,516,7,1,3,1,72,19,0,300,4,5
160,13,78,13,2,3,1,63,54,180,300,2,5
161,2,226,2,2,3,2,37,52,420,540,2,5
162,2,115,3,2,3,2,31,25,300,600,2,5
163,14,431,15,1,3,2,7,28,0,300,3,5
164,11,267,12,1,3,2,7,57,180,300,2,5
165,6,477,7,2,3,2,24,76,180,300,1,5
